S,t
2.0000000000000004,13581.0
1.55,11467.0
1.45,10925.0
1.9000000000000004,10264.0
2.0000000000000004,10544.0
1.9000000000000004,10140.0
1.7500000000000002,11036.0
1.8000000000000003,11502.0
1.7000000000000002,10117.0
1.4,12180.0
1.5,19328.0
1.5,10328.0
1.4,10592.0
1.9000000000000004,10780.0
1.6500000000000001,10235.0
1.7000000000000002,10844.0
1.5,10213.0
2.0000000000000004,10301.0
1.6500000000000001,10457.0
1.8500000000000003,10672.0
1.45,13979.0
1.5,11296.0
1.7500000000000002,10427.0
1.9500000000000004,10587.0
1.8500000000000003,10461.0
1.8000000000000003,10052.0
1.9500000000000004,11052.0
1.8500000000000003,10125.0
1.8500000000000003,10079.0
1.6500000000000001,11729.0
1.5,11177.0
1.45,16652.0
1.9000000000000004,10474.0
1.6500000000000001,13764.0
1.8000000000000003,11563.0
1.5,10566.0
1.6500000000000001,10563.0
2.0000000000000004,10528.0
1.6500000000000001,10192.0
1.7500000000000002,10585.0
1.7500000000000002,10093.0
1.8500000000000003,10049.0
2.0000000000000004,10981.0
1.6,12229.0
1.45,12397.0
1.6,11505.0
1.7000000000000002,11267.0
1.55,10098.0
2.0000000000000004,10217.0
1.9500000000000004,12231.0
1.4,11902.0
1.55,11305.0
2.0000000000000004,10066.0
1.45,10812.0
2.0000000000000004,11070.0
1.8000000000000003,11049.0
2.0000000000000004,10646.0
1.8500000000000003,10572.0
1.7000000000000002,13116.0
1.8500000000000003,11939.0
1.8000000000000003,10226.0
1.6500000000000001,10507.0
1.9500000000000004,10136.0
1.45,23910.0
1.6500000000000001,10036.0
1.7000000000000002,10419.0
1.9500000000000004,10315.0
1.55,10133.0
1.7500000000000002,10151.0
1.6500000000000001,11018.0
1.6500000000000001,11642.0
1.7000000000000002,10372.0
1.9000000000000004,10016.0
1.7500000000000002,10135.0
1.7500000000000002,10550.0
1.55,11641.0
1.7500000000000002,10008.0
2.0000000000000004,10865.0
1.5,10488.0
1.55,11803.0
1.8500000000000003,11418.0
1.9000000000000004,10254.0
1.6,10242.0
1.55,10916.0
1.7500000000000002,10031.0
1.4,12888.0
1.55,13372.0
1.7500000000000002,14744.0
1.5,11095.0
1.7000000000000002,10506.0
1.45,10852.0
1.9500000000000004,10785.0
1.7000000000000002,10299.0
1.7000000000000002,10367.0
1.8500000000000003,10105.0
1.45,18676.0
2.0000000000000004,10324.0
1.6,17967.0
1.6,10017.0
1.4,10124.0
1.9500000000000004,11274.0
1.4,12827.0
1.6500000000000001,13745.0
1.6500000000000001,12955.0
1.8500000000000003,12511.0
1.8000000000000003,11411.0
1.55,11348.0
1.8000000000000003,10904.0
1.5,11482.0
1.6,11172.0
1.6500000000000001,12907.0
1.9500000000000004,10439.0
1.45,13008.0
1.5,12141.0
1.45,13153.0
1.4,10288.0
1.5,10655.0
2.0000000000000004,10257.0
1.9500000000000004,10781.0
1.9000000000000004,10080.0
1.55,10651.0
1.5,10141.0
1.7000000000000002,10818.0
1.9500000000000004,10725.0
1.6500000000000001,14893.0
1.9500000000000004,10101.0
1.45,11744.0
1.6500000000000001,10243.0
1.9000000000000004,12716.0
2.0000000000000004,10600.0
1.55,10606.0
1.6500000000000001,11394.0
1.7500000000000002,10049.0
1.8500000000000003,10332.0
1.9500000000000004,11401.0
1.7000000000000002,10008.0
1.55,14757.0
1.9500000000000004,10065.0
1.7500000000000002,11936.0
1.6,12878.0
1.8000000000000003,10334.0
